"lic","instituciones","direccion_fisica","pueblo_fisico","zip_code_fisico","direccion_postal","pueblo_postal","zip_code_postal","telefono_primario","telefono_secundario","email_primario","email_secundario","fax_primario","fax_secundario","director_preescolar","director_elemental","director_intermedia","director_superior","matricula_preprekinder","matricula_prekinder","matricula_kinder","matricula_sin_grado_preescolar","matricula_primero","matricula_segundo","matricula_tercero","matricula_cuarto","matricula_quinto","matricula_sexto","matricula_sin_grado_elemental","matricula_septimo","matricula_octavo","matricula_noveno","matricula_decimo","matricula_undecimo","matricula_duodecimo","matricula_sin_grado_secundaria","total"
"A 61-13","Centro de Apoyo Sustentable al Alumno (Proyecto CASA)","Ave Dr. Harris #23 (Antigua Escuela Intermedia Julio Victor Guzmán)","San Germán","00683","PO BOX 5100","San Germán","00683","(787) 892-6944","(787) 892-6945","programaCASA@intersg.edu","carlos_galindo@intersg.edu","(787) 264-7575","(787) 264-0407","n/a","N/a","Carlos Galindo Rodriguez","Carlos Galindo Rodriguez","0","0","0","0","0","0","0","0","0","0","0","0","0","17","13","46","24","0","100"
"A 61-14","Escuela Superior Acelerada, (HAP) High Advance Program","Centro Comercial Municipal de Lajas 65 Infantería","Lajas","00667","114 Jardines de Guanajibo","Mayagüez","00680","(787) 313-8666","(787) 613-8666","ivcdehap@gmail.com",,"(787) 613-8666",,"n/d","n/d","n/d","Sr. Heriberto Aponte Pachot","0","0","0","0","0","0","0","0","0","0","0","0","11","10","41","29","0","0","91"
"A 61-15","Instituto Educativo Técnico Ocupacional de San Germán","Carr 102 Km 37.9 Bo Minillas","San Germán","00683","PO BOX 195540","San Juan","00919","(787) 892-6180","(787) 892-6180","wruiz@trabajo.pr.gov","DPABON@trabajo.pr.gov","(787) 892-6180","(787) 892-4435","n/d","n/d","n/d","Wanci Ruiz Montalvo","0","0","0","0","0","0","0","0","0","0","24","0","0","14","7","9","4","24","82"
"A 62-01","Academia San Sebastián Mártir","Bo Hato Arriba, Carr 125, Km. 13.1","San Sebastián","00685","PO BOX 3675","San Sebastián","00685","(787) 896-5728","(787) 896-5728","principal_assm@hotmail.com","academiasansebastianmartir@hotmail.com","(787) 280-6521",,"Nía K. Méndez Irizarry","Nía K. Méndez Irizarry","Nía K. Méndez Irizarry","Nía K. Méndez Irizarry","0","17","29","0","35","30","37","21","45","33","0","48","34","12","9","9","13","0","372"
"A 62-03","Academia Adventista Central","Bo Guatemala, Sect Salsipuedes, Carr 446, Km. 0.7","San Sebastián","00685","HC 06 BOX 17025","San Sebastián","00685","(787) 896-1506","(787) 373-7383","jsoto@aacpr.com","mibanez@aacpr.com","(787) 896-3820",,"José Soto","José Soto","José Soto","José Soto","0","5","25","0","17","23","17","21","27","20","0","23","15","17","12","13","5","0","240"
"A 62-06","San Sebastian Bilingual School and Sport Center, Inc.","Carr #111, Km. 24.0, Interior, Barrio Piedras Blancas","San Sebastián","00685","PO BOX 4044","Aguadilla","00605","(787) 896-7573","(787) 896-7573","bbs.sdc@gmail.com",,"(787) 896-7573","(787) 896-7573","Sylvia Soto Pérez","Sylvia Soto Pérez","n/a","n/a","0","25","28","0","25","22","30","23","21","17","0","0","0","0","0","0","0","0","191"
"A 62-07","Casa Educativa Montessori","Carr 125, Km. 15.5, Barrio Guatemala","San Sebastián","00685","PO BOX 2203","San Sebastián","00685","(787) 896-0547","(787) 923-6993","casaeducativamontessori@yahoo.com",,"(787) 896-0547",,"Nicolás Marrero Pérez","Nicolás Marrero Pérez","N/A",,"6","7","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"A 62-10","Educational Technical College (EDUTEC)","Calle Hostos #20","San Sebastián","00685","Calle Hostos #20","San Sebastián","00685","(787) 896-7655","(787) 896-7655","ysantiago@edutecpr.com","mreyes@edutecpr.com","(787) 896-7655","(787) 896-7655","Emilio E. Huyke","Emilio E. Huyke","Emilio E. Huyke","Emilio E. Huyke","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A 63-01","Academia San Joaquín","12 Calle Primo Delgado","Adjuntas","00601","12 Calle Primo Delgado","Adjuntas","00601","(787) 829-3040","(787) 829-3040","acasjoaquin@yahoo.com",,"(787) 829-3040","(787) 829-3040","Padre José Ignacio Olvera Alvarez","Padre José Ignacio Olvera Alvarez","Padre José Ignacio Olvera Alvarez",,"0","8","16","0","12","9","17","18","10","12","0","7","6","0","0","0","0","0","115"
"A 64-01","Academia Menonita Betania","Bo Pulguillas, Carr PR-723, Km. 3.5","Coamo","00769","PO BOX  2007","Aibonito","00705","(787) 857-3505","(787) 214-2129","academiamenonitabetania@yahoo.com",,"(787) 857-3513","(787) 857-3513","Luis Y. Velez Soto","Luis Y. Velez Soto","Luis Y. Velez Soto","n/a","0","18","8","0","14","12","12","7","14","18","0","15","11","1","0","0","0","0","130"
"A 64-02","Colegio Católico de Coamo Inc., Nuestra Señora de Valvarena","Calle José I. Quintón #53","Coamo","00769","Apartado 1903","Coamo","00769","(787) 825-1145","(787) 825-8081","colegio-valvanerapr@hotmail.com",,"(787) 825-8082",,"José A. Colón Ortiz","José A.  Colón Ortiz","José A.  Colón Ortiz","José A.  Colón Ortiz","0","17","18","0","22","29","25","21","27","17","0","28","42","31","35","37","36","0","385"
"A 64-03","Educational Technical College (EDUTEC)","Calle Ramón Power, # 5","Coamo","00769","Calle Ramón P.O.wer, # 5","Coamo","00769","(787) 825-0370","(787) 825-0370","mbenitez@edutecpr.com","mcolon@edutecpr.com","(787) 825-0385","(787) 825-0370","Emilio E. Huyke","Emilio E. Huyke","Emilio E. Huyke","Emilio E. Huyke","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A 66-01","Colegio Inmaculada Concepción","Calle Padre Napoleón Fruscoloni # 1","Guayanilla","00656","PO BOX 560573","Guayanilla","00656","(787) 835-2230","(787) 835-2230","cic.guayanilla@gmail.com","y.dominicci@gmail.com","(787) 835-3082",,"Orán de Jesús Ramírez López","Orán de Jesús Ramírez López","Orán de Jesús Ramírez López","Orán de Jesús Ramírez López","5","8","11","0","9","9","11","7","20","14","0","14","8","9","4","2","5","0","136"
"A 68-03","Puerto Rico Youth Challenge Academy","Carr 149, Fuerte Allen, Edificio 305, 217 y 218 Barrio Pastillo","Juana Díaz","00795","PO BOX 1411","Juana Díaz","00795","(787) 260-1757","(787) 837-2245","garcia_joseline@yahoo.com","jgarcia4@gnpr.pr.gov","(787) 837-7911","(787) 260-3010","N/A","N/A","N/A","Joseline García Rodríguez","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","252","0","252"
"A 68-05","Instituto Técnico ocupacional de Juana Díaz","Carr 149 Km 2.1 Bo Cintrona","Juana Díaz","00795","Aptdo 520 Ave. de la Constitución Suite","Juana Díaz","00901-2304","(787) 837-2510","(787) 837-2510","jabalay@trabajo.pr.gov","shirodriguez@trabajo.pr.gov","(787) 837-2510",,"n/d","n/d","n/d","José A. Balay Ruiz","0","0","0","0","0","0","0","0","0","0","0","8","6","9","2","0","5","0","30"
"A 69-01","Colegio Mundo Infantil Bennett, Inc.","Bo Cotto, Carr 132, Km. 9.0","Peñuelas","00624","Urb Santa Elena, Calle Flamboyán H-10","Guayanilla","00656","(787) 836-3589","(787) 836-3589","pats_pr@yahoo.com",,"(787) 709-4671","(787) 836-3589","Marie B. Sinigaglia Orengo","Marie B. Sinigaglia Orengo","Marie B. Sinigaglia Orengo","Marie B. Sinigaglia Orengo","0","24","19","0","10","9","3","8","6","0","0","0","0","0","0","0","0","0","79"
"A 70-04","Colegio del Sagrado Corazón de Jesús de Ponce, Inc","Ext. Alhambra 2511 Calle Obispado","Ponce","00716","PO BOX 331510","Ponce","00733","(787) 842-0339","(787) 843-4718","cscj@sagradoponce.org","enieves@sagradoponce.org","(787) 843-0250",,"María C. Serrano Guillo, Ed. D.","María C. Serrano Guillo, Ed. D.","María C. Serrano Guillo, Ed. D.","María C. Serrano Guillo, Ed. D.","0","19","31","0","47","43","42","65","56","60","0","61","82","73","68","50","63","0","760"
"A 70-05","Colegio CEDAS, Inc.","Calle Aurora 3915, (antes #71-79)","Ponce","00717","Calle Aurora 3915","Ponce","00717","(787) 848-4006","(787) 848-5763","mportalatin@colegiocedas.com","cgarcia@colegiocedas.com","(787) 812-5706",,"Carmen García Medina","Carmen García Medina","Carmen García Medina","Carmen García Medina","0","2","2","0","3","2","3","4","9","15","0","15","5","10","16","14","14","0","114"
"A 70-06","Colegio De La Milagrosa","Calle Guadalupe # 9","Ponce","00731","Calle Guadalupe # 9","Ponce","00730","(787) 842-6349","(787) 842-6349","clmsantiago@gmail.com","lamilagrosaponce@gmail.com","(787) 284-1100",,"Liz Marie Santiago","Liz Marie Santiago","Liz Marie Santiago","Liz Marie Santiago","0","9","18","0","12","24","19","18","28","27","0","35","23","39","39","37","54","0","382"
"A 70-07","Caribbean School, Inc.","Urb La Rambla, Calle Navarra #1689","Ponce","00730","Urb La Rambla, #1689 Calle Navarra","Ponce","00730","(787) 843-2048","(787) 843-2048","learning@caribbeanschool.org","mbonilla@caribbeanschool.org","(787) 844-5626",,"John Carpenter","John Carpenter","John Carpenter","John Carpenter","0","23","32","0","29","43","45","45","46","38","0","39","41","40","41","39","40","0","541"
"A 70-08","Academia Santa María Reina, Inc","Reparto Universitario, Calle Interior","Ponce","00732","PO BOX 32225","Ponce","00732","(787) 842-1164","(787) 843-6755","carmenannaojeda@gmail.com","asmrprincipal@gmail.com","(787) 843-6755",,"P. Ramón Arellanos","P. Ramón Arellanos","P. Ramón Arellanos","P. Ramón Arellanos","0","13","22","0","18","21","21","18","28","28","0","30","32","50","50","69","46","0","446"
"A 70-09","Colegio Ponceño","Carr #14, Km. 6.3, Bo Cerrillos, Coto Laurel","Ponce",,"1900 Carr. # 14","Coto Laurel","00780","(787) 848-2525","(787) 848-2526","oficina@copin.net","joseabasols@gmail.com","787-254282",,"José A. Basols","José A. Basols","José A. Basols","José A. Basols","14","22","38","0","31","29","38","41","37","43","0","65","48","40","47","59","73","0","625"
"A 70-10","Colegio Nuestra Señora del Carmen","Ave Padre Noel # 12, Sect La Playa","Ponce","00716","PO BOX 7760","Ponce","00732","(787) 842-5018","(787) 842-5018","col.delcarmen@gmail.com","dir.delcarmen@gmail.com","(787) 842-5018","(787) 842-5018","Glorian Clavell Acosta","Glorian Clavell Acosta","Glorian Clavell Acosta",,"7","9","9","0","10","7","10","13","8","20","0","15","19","7","0","0","0","0","134"
"A 70-11","Academia Alexandra, Inc.","#4134, Calle Aurora","Ponce","00717","#4134, Calle Aurora","Ponce","00717","(785) 585-5567","(787) 223-4358","anfib2@yahoo.com",,"(787) 585-5567","(787) 223-4358","Margie G. Martín","Margie G. Martín","Margie G. Martín","Margie G. Martín","0","1","0","0","4","0","3","3","4","2","0","6","5","9","6","11","8","0","62"
"A 70-14","Colegio Metodista Julia Torres Fernández","Ave Hostos Núm. 835","Ponce","00732","PO BOX 8419","Ponce","00732","(787) 842-7264","(787) 645-6691","cmjuliatorres@gmail.com","col.metodista@gmail.com","(787) 842-7264",,"Ana Lourdes Casillas","Ana Lourdes Casillas","Ana Lourdes Casillas",,"0","0","18","0","15","11","20","15","8","10","0","11","0","0","0","0","0","0","108"
"A 70-15","Colegio Episcopal Santísima Trinidad","Calle Salud #1331, Esquina Calle Marina y Esquina Abolición","Ponce","00717","PO BOX 7734","Ponce","00732","(787) 842-1331","(787) 908-5123","hcast1956@hotmail.com","cest.director@gmail.com","(787) 841-0065","(787) 841-0065","Hector L Castro, Director","Hector L Castro, Director","Hector L Castro, Director","Hector L Castro, Director","0","12","20","0","29","24","24","18","14","17","0","17","21","18","9","14","9","0","246"
"A 70-17","Academia Adventista Dr. Dennis Soto","Ave Santiago de los Caballero  Km 6.7, Bo Machuelo Abajo","Ponce","00732","PO BOX 7541","Ponce","00732","(787) 840-0310","(787) 840-0310","academiaadventistaponce@gmail.com",,"(787) 290-2348",,"Zulma E. Rivera Gonzalez","Zulma E. Rivera Gonzalez","Zulma E. Rivera Gonzalez","Zulma E. Rivera Gonzalez","0","3","7","0","15","10","15","21","13","17","0","18","13","19","16","16","14","0","197"
"A 70-18","Liceo Ponceño","Ave F.D. Roosevelt #2825, Méndez Vigo #11","Ponce","00717","# 2825 Ave. F.D. Roosevelt","Ponce","00717","(787) 843-2536","(787) 842-4327","rrodríguez@liceoponceno.org","mvargas@liceoponceno.org","(787) 843-5362","(787) 848-1417","Rita Rodríguez Casanova","Rita Rodríguez Casanova","Rita Rodríguez Casanova","Rita Rodríguez Casanova","0","35","41","0","62","72","68","66","68","67","0","74","57","52","55","53","45","0","815"
"A 70-20","Centro Educativo Fray Pedro Ponce de León","Urb La Rambla, Calle Navarra #1675","Ponce","00730","PMB - BOX 497- 609 -  Ave. Tito Castro, Suite 102","Ponce","00716","(787) 840-3011","(787) 840-3011","fraypedro.socsordos@yahoo.com","fraypedro.socsordos@yahoo.com","(787) 848-0143",,"Sheila B. Hernández Espada","Sheila B. Hernández Espada","Sheila B. Hernández Espada","N/A","1","0","2","0","3","4","0","0","2","4","6","0","0","0","0","0","0","0","22"
"A 70-23","Escuela Infantil Jardinlandia, Inc.","Urb Jardines del Caribe, Calle 40 PP-8","Ponce","00728","Urb Jardines del Caribe, Calle #40 PP-8","Ponce","00728","(787) 942-6346","(787) 329-6728","carmen81.cr.cr@gmail.com","cnrm.81@hotmail.com","(787) 942-6346",,"Profa. Carmen Rodriguez","N/A","N/A","N/A","10","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"A 70-24","Colegio Jardín Infantil Amor de Dios","Urb Constancia, 2456 Calle Eureka","Ponce","00717","Urb Constancia, 2456 Calle Eureka","Ponce","00717","(787) 842-5079","(787) 843-5378","www.jardinamordedios@yahoo.com","radponce2004@yohoo.es","(787) 984-5544",,"Martina Barreira Dieguez, R.A.D.","0","0","0","0","35","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91"
"A 70-26","Centro de Desarrollo Preescolar, Pontificia Universidad Católica de Puerto Rico en Ponce","Urbanización San Jorge, Calle Amanda","Ponce","00717","2250 Boulevard Luis A. Ferré Aguayo Suite 604","Ponce","00717","(787) 841-2000","(787) 841-2000","centropreescolar@pucpr.edu",,"(787) 651-2016","(787) 841-2000","Dra. Myriam Zayas Zengotita, Decana","No aplica","No aplica","No aplica","20","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47"
"A 70-27","Academia Cristo Rey","Urb La Rambla, 3011 Calle San Judas","Ponce","00716","Ave. Tito Castro 609, Suite 102 PMB 361","Ponce","00730","(787) 843-0766","(787) 842-8616","gicelabonilla@gmail.com","registradora@academiacristorey.net","(787) 843-6443","(787) 843-0766","Gicela Bonilla Rodríguez","Gicela Bonilla Rodríguez","Gicela Bonilla Rodríguez","Gicela Bonilla Rodríguez","0","13","19","0","28","40","42","34","54","50","0","51","46","50","49","45","36","0","557"
"A 70-28","Centro San Franciso, Inc.","Bo Tamarindo, Calle 3 #105","Ponce","00730","PO BOX 10479","Ponce","00730","(787) 842-2776","(787) 651-6350","centrosanfranciscoinc@gmail.com","lizbethq218@gmail.com","(787) 842-2776","(787) 651-6350","Sonia Pagán Figueroa","Sonia Pagán Figueroa","Sonia Pagán Figueroa","Sonia Pagán Figueroa","0","8","8","0","14","8","10","14","13","17","0","8","6","16","7","11","10","0","150"
"A 70-32","Congregación Religiosa de la Orden de la Merced Colegio Mercedario San Judas Tadeo","Urb Constancia,  #2518 Calle Eureka y Calle Coloso #2511","Ponce","00717","PO BOX 7405","Ponce","00732","(787) 844-2610","(787) 844-2610","colmersanjudas@gmail.com",,"(787) 843-3802",,"Srta. Nancy Torres García","Srta. Nancy Torres García","Srta. Nancy Torres García","Srta. Nancy Torres García","0","15","36","0","56","68","65","65","62","69","0","64","70","58","62","55","55","0","800"
"A 70-33","Colegio San Conrado","Ave Franklin Delano Roosevelt # 3167, Esq. Carr hacia Guayanilla","Ponce","00717","PO BOX 7111","Ponce","00732","(787) 842-2293","(787) 843-1405","superior@sanconrado.org","biblioteca@sanconrado.org","(787) 841-7303",,"Sister Nildred Rodríguez Santiago, CSJ","Sister Nildred Rodríguez Santiago, CSJ","Sister Nildred Rodríguez Santiago, CSJ","Sister Nildred Rodríguez Santiago, CSJ","0","0","23","0","13","23","19","29","27","26","0","26","33","33","47","42","48","0","389"
"A 70-34","Colegio Sagrada Familia de Nazaret en Ponce","Ave Eugenio María de Hostos # 1270, Esquina Calle Ramón Power #5","Ponce","00717","Ave. Eugenio María de Hostos # 1270","Ponce","00717","(787) 842-3208","(787) 812-0210","csfnazaretponce@gmail.com","csfnazaret@gmail.com","(787) 844-6773","(787) 844-6773","Dra. Maribel Gómez Cruz","Dra. Maribel Gómez Cruz","Dra. Maribel Gómez Cruz","Dra. Maribel Gómnez Cruz","0","5","10","0","10","5","17","14","7","12","10","21","0","19","13","20","16","0","179"
"A 70-35","Colegio El Ave María","Carr 132, Km. 22.5, Calle Dr. Bartolomei, Número 4506, Reparto Valle Alegre","Ponce","00728","Carr. 132, Km. 22.5, Calle Dr. Bartolomei, Número 4506, Reparto Valle Alegre","Ponce","00728-3151","(787) 284-2453","(787) 284-2453","colegioelavemaria@yahoo.com","hna.milagros@colegioelavemariapr.com","(787) 284-2453","(787) 284-2453","Hna. Milagros Pizarro Nieves  O.D.M.","Hna. Milagros Pizarro Nieves  O.D.M.","Hna. Milagros Pizarro Nieves  O.D.M.","Hna. Milagros Pizarro Nieves, O.D.M.","0","14","15","0","17","17","23","30","16","22","0","22","25","7","0","0","0","0","208"
"A 70-37","Soc.de Educ.y Rehabilitación de Puerto Rico, Esc. Lic. Guillermo Atiles Moreau","Urb Pérez Morris, Calle Baez # 500","San Juan","00917","PO BOX 364189","San Juan","00936","(787) 767-6710","(787) 374-4055","ycolon@serpr.org","mrodriguez@serpr.org","(787) 758-0950",,"Yachira Colon Estrada","Yachira Colon Estrada","Yachira Colon Estrada","Yachira Colon Estrada","0","4","7","0","10","4","11","5","8","12","3","8","10","9","6","8","9","8","122"
"A 70-44","Washburn School","5555 Carr 14, Km. 8.4,","Ponce","00780","PO BOX 801111","Coto Laurel","00780","(787) 842-2226","(787) 842-2227","washburnschool@yahoo.com","washburnschoolboard@yahoo.com","(787) 259-7518",,"Rosa M. Figueroa Mundo","Rosa M. Figueroa Mundo","Rosa M. Figueroa Mundo","Rosa M. Figueroa Mundo","0","19","15","0","12","18","17","18","18","12","0","13","14","12","12","4","19","0","203"
"A 70-46","Job Connection Center, Inc.","Calle Mayor Número 49","Ponce","00733","PO BOX 335120","Ponce","00733","(787) 848-1280","(787) 767-9210","lacevedo@jobconnectioncenter.com","oacevedo@jobconnectioncenter.com","(787) 843-1144","(787) 848-1280","n/a","n/a","Odette Acevedo Figueroa","Odette Acevedo Figueroa","0","0","0","0","0","0","0","0","0","0","0","0","11","46","20","3","1","0","81"
"A 70-46.1","Job Connection Center, Inc. (Centro de Extensión Educativa)","Calle Font Martello Esq. Francisco Vega Núm. 45","Humacao","00791","PO BOX 335120","Ponce","00733","(787) 852-5195","(787) 848-1280","lacevedo@jobconnectioncenter.com","oacevedo@jobconnectioncenter.com","(787) 843-1144","(787) 767-4689","no aplica","no aplica","Jazmary Vega Alvarez","Jazmary Vega Alvarez","0","0","0","0","0","0","0","0","0","0","0","0","0","7","9","4","1","0","21"
"A 70-47","Colegio Creciendo Juntos","Ave Muñoz Rivera #1289, Urb Villa Grillasca","Ponce","00716","Urb Villa del Carmen, Calle Segovia 206","Ponce","00716","(787) 364-6931","(787) 901-6374","creciendojuntospr@yahoo.com",,"(787) 364-6931",,"Sulimar Gonzalez Figueroa","Maribel Ginorio Rivera","0","0","0","9","9","0","4","9","8","5","5","0","0","0","0","0","0","0","0","0","49"
"A 70-49","Golden Academy","Ave Roosevelt #2844, Edificio Torres, Esquina Torres","Ponce","00733","PO BOX 330206","Ponce","00733","(787) 844-6529","(787) 844-6529","dev_consultants@yahoo.com",,"(787) 843-0641","(787) 844-6529","Maria del C. Sarraga","Maria del C. Sarraga","Maria del C. Sarraga","Maria Del C. Sarraga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","10"
"A 70-53","Beautech Express Academy","Calle Villa #137","Ponce","00730","Calle Villa #137","Ponce","00730","(787) 812-3117","(787) 842-7076","beautechxp@gmail.com","beautechxp@gmail.com","(787) 812-3117",,"No aplica","N/A","Juan A. Orengo Figueroa","Juan A. Orengo Figueroa","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","4","0","0","7"
