"calendario","genero","institucion_de_procedencia","campus","program","gpa","igs","location_1"
"Calendario Académico 13-14","Masculino","0003934-OTRAS HOMESCHOOLING","ARECIBO","840902 - Bachillerato en Artes concentración en Humanidades-Traslado Articulado UPR Cayey","3.40","311","
HATILLO, PR 
(18.493383312000446, -66.79609331999967)"
"Calendario Académico 13-14","Femenino","0002844-LICEO AGUADILLANO INC","RUM","300907 - Bachillerato en Artes en Inglés (2007)","3.56","289","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Femenino","0001625-E/S INES MARIA MENDOZA","RIOPIEDRAS","201206 - Bachillerato en Ciencias con concentración en Física","3.91","317","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001638-ESCUELA ESPEC UNIVERSITY GARDENS","RIOPIEDRAS","200405 - Bachillerato en Artes en Educación Secundaria con concentración en Física","3.41","321","
TOA BAJA, PR 
(18.47601332500045, -66.18318334199967)"
"Calendario Académico 13-14","Masculino","0002999-OTRAS ESC SUP PRIVADAS DE PR","RIOPIEDRAS","200311 - Bachillerato Administración Empresas con concentración en Gerencia de Mercadeo","3.91","331","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002903-CUPEYVILLE SCHOOL","RUM","301202 - Bachillerato en Ciencias en Biología(2003)","3.93","334","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Masculino","0002908-COLEGIO DE LA SALLE","BAYAMON","862008 - Grado Asociado en Tecnología de la Ingeniería en Construcción, Agrimensura y Carreteras","2.99","250","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001640-E/S RAMON VILA MAYO","RIOPIEDRAS","200504 - Bachillerato en Ciencias en Ingeniería Mecánica-Traslado Articulado RUM","4.00","347","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002851-COLEGIO HISPANO AMERICANO","UTUADO","823101 - Grado Asociado en Ciencias en Ciencias Naturales","3.95","240","
MANATI, PR 
(18.485849998000447, -66.43904664699966)"
"Calendario Académico 13-14","Femenino","0001510-E/S JAIME A COLLAZO DEL RIO","RUM","301602 - Bachillerato en Artes en Ciencias Sociales(2003)","3.90","300","
MOROVIS, PR 
(18.378003330000467, -66.41933999699967)"
"Calendario Académico 13-14","Femenino","0002914-ACADEMIA DISCIPULOS DE CRISTO DE BAYAMON","BAYAMON","861225 - Bachillerato en Ciencias Naturales con concentración en Biología-Enfoque Humano","3.97","317","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Masculino","0002836-COLEGIO ADIANEZ","RIOPIEDRAS","200409 - Bachillerato en Artes en Educación Secundaria con concentración en Educación Física","3.35","298","
MOROVIS, PR 
(18.378003330000467, -66.41933999699967)"
"Calendario Académico 13-14","Femenino","0001410-E/S EVA Y PATRIA CUSTODIO FRANQUI","RUM","301209 - Bachillerato en Ciencias en Geología(2003)","3.72","305","
LAS MARIAS, PR 
(18.289799995000465, -67.03216998399967)"
"Calendario Académico 13-14","Femenino","0001114-E/S VOCACIONAL TOMAS C ONGAY","BAYAMON","860318 - Bachillerato en Sistemas de Oficina","3.76","270","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0002874-ACADEMIA SAN ANTONIO DE GUAYAMA INC","RUM","300109 - Bachillerato en Ciencias Agrícolas en Tecnología Mecánico Agrícola (2003)","3.48","273","
GUAYAMA, PR 
(18.10745334100045, -66.08964002399966)"
"Calendario Académico 13-14","Masculino","0002884-COLEGIO CALASANZ","BAYAMON","860507 - Bachillerato en Ciencias en Ingeniería en Computadoras-Traslado Articulado RUM","4.00","352","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001440-E/S ISIDRO A SANCHEZ","BAYAMON","864002 - Bachillerato en Ciencias de Computadoras","3.20","292","
PALMER, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0001772-E/S OCUPACIONAL ANTONIO REYES PADILLA","UTUADO","823005 - Grado Asociado en Artes en Humanidades","2.41","204","
UTUADO, PR 
(18.34954332400042, -66.73568998899964)"
"Calendario Académico 13-14","Femenino","0001591-E/S MANUEL RAMOS HERNANDEZ","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","4.00","315","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Masculino","0002908-COLEGIO DE LA SALLE","BAYAMON","862009 - Grado Asociado en Tecnología de la Ingeniería Civil","2.86","240","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0002871-CAGUAS MILITARY ACADEMY","HUMACAO","602014 - Grado Asociado en Tecnología Electrónica","2.93","280","
HUMACAO, PR 
(18.20652000600046, -65.79329334199963)"
"Calendario Académico 13-14","Femenino","0001080-E/S NATIVIDAD RODRIGUEZ GONZALEZ","CAYEY","501605 - Bachillerato en Artes con concentración en Psicología","3.76","312","
ARROYO, PR 
(18.040500006000457, -66.05747668999965)"
"Calendario Académico 13-14","Masculino","0002930-AMERICAN MILITARY ACADEMY","BAYAMON","860315 - Bachillerato en Gerencia de Materiales","3.52","277","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001156-E/S DR GILBERTO CONCEPCION DE GRACIA","RIOPIEDRAS","200304 - Bachillerato Administración Empresas con concentración en Finanzas","3.89","326","
SAINT JUST, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0001020-E/S DR CARLOS GONZALEZ","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.57","298","
AGUADA, PR 
(18.41521998200045, -67.15999331399962)"
"Calendario Académico 13-14","Femenino","0001152-E/S ANGEL P MILLAN ROHENA","RIOPIEDRAS","201615 - Bachillerato en Artes con concentración en Trabajo Social","3.91","315","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Masculino","0002887-ACADEMIA BARBARA ANN ROESSLER","BAYAMON","864102 - Bachillerato en Ciencias con concentración en Tecnología de Ingeniería Electrónica","3.33","289","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001525-E/S DR JUAN JOSE MAUNEZ PIMENTEL","HUMACAO","601615 - Bachillerato en Artes en Trabajo Social","3.91","303","
NAGUABO, PR 
(18.29637998700042, -65.79297000999964)"
"Calendario Académico 13-14","Femenino","0002807-COLEGIO NTRA SRA DE LOURDES","RUM","300505 - Bachillerato en Ciencias en Ingeniería Química","3.92","341","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0002956-COMMONWEALTH - PARKVILLE SCHOOL","RUM","300503 - Bachillerato en Ciencias en Ingeniería Industrial(2003)","3.77","335","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002930-AMERICAN MILITARY ACADEMY","BAYAMON","860318 - Bachillerato en Sistemas de Oficina","3.52","277","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0002691-MAS INTEGRATED SCHOOL MASIS INC","RUM","301202 - Bachillerato en Ciencias en Biología(2003)","3.66","345","
ANASCO, PR 
(18.324123332000454, -67.12109331899967)"
"Calendario Académico 13-14","Masculino","0001640-E/S RAMON VILA MAYO","BAYAMON","860447 - Bachillerato en Educación Física Especial y Elemental","3.32","264","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002999-OTRAS ESC SUP PRIVADAS DE PR","UTUADO","823006 - Grado Asociado en Artes en Ciencias Sociales","2.83","251","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002826-COLEGIO SAN PEDRO MARTIR","RIOPIEDRAS","201204 - Bachillerato en Ciencias con concentración en Química","3.63","325","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0001360-E/S JOSEFINA LEON ZAYAS","RUM","300506 - Bachillerato en Ciencias en Agrimensura y Topografía","3.87","312","
JAYUYA, PR 
(18.300633312000457, -66.57163999599965)"
"Calendario Académico 13-14","Femenino","0001638-ESCUELA ESPEC UNIVERSITY GARDENS","RIOPIEDRAS","201212 - Bachiller en Ciencias con concentración en Ciencias Ambientales","3.45","310","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0001240-E/S JOSE S ALEGRIA","BAYAMON","861621 - Bachillerato Artes Ciencias Sociales Justicia Criminal conc Psic Forense-TA UPR Carolina","3.87","294","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Masculino","0002846-BAYAMON MILITARY ACADEMY","ARECIBO","840302 - Bachillerato en Administración de Empresas concentración en Contabilidad","3.21","265","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0002725-COLEGIO NTRA SRA DE LA MERCED","BAYAMON","860703 - Bachillerato en Ciencias en Enfermería-Traslado Articulado RCM","3.86","314","
CIDRA, PR 
(18.22988666100042, -66.14623667799964)"
"Calendario Académico 13-14","Femenino","0001640-E/S RAMON VILA MAYO","RIOPIEDRAS","201605 - Bachillerato en Artes con concentración en Psicología","4.00","333","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","ARECIBO","844506 - Bachillerato en Ciencias con concentración en Microbiología","3.67","309","
SABANA HOYOS, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0002940-ACADEMIA ADVENTISTA METROPOLITANA","RIOPIEDRAS","200433 - Bachillerato en Artes en Educación con concentración en Recreación","3.71","277","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001360-E/S JOSEFINA LEON ZAYAS","RIOPIEDRAS","201204 - Bachillerato en Ciencias con concentración en Química","4.00","331","
JAYUYA, PR 
(18.300633312000457, -66.57163999599965)"
"Calendario Académico 13-14","Masculino","0002862-COLEGIO SAGRADA FAMILIA","UTUADO","823101 - Grado Asociado en Ciencias en Ciencias Naturales","3.34","264","
MOROVIS, PR 
(18.378003330000467, -66.41933999699967)"
"Calendario Académico 13-14","Femenino","0002705-ACADEMIA PRESBITERIANA","RIOPIEDRAS","201205 - Bachillerato en Ciencias con concentración en Matemáticas","3.90","337","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Masculino","0002724-DORADO ACADEMY INC","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","4.00","357","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Femenino","0001137-E/S ELOISA PASCUAL","CAYEY","501205 - Bachillerato en Ciencias con concentración en Matemáticas","3.87","315","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001700-ESCUELA ESPECIALIZADA DE ARTES VISUALES","RIOPIEDRAS","200925 - Bachillerato en Artes con concentración en Lenguas Modernas","3.73","309","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Masculino","0002960-COLEGIO SAN ANTONIO","RIOPIEDRAS","200308 - Bachillerato Adm Empresas con concentración en Sist Computarizados de Información","3.75","312","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001119-E/S FRANCISCO MANRIQUE CABRERA","BAYAMON","861225 - Bachillerato en Ciencias Naturales con concentración en Biología-Enfoque Humano","3.93","319","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001031-E/S JUAN SUAREZ PELEGRINA","AGUADILLA","812014 - Grado Asociado en Tecnología Electrónica","3.55","250","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Masculino","0001020-E/S DR CARLOS GONZALEZ","RUM","301606 - Bachillerato en Artes en Sociología(2005)","3.82","263","
RINCON, PR 
(18.375823310000442, -67.23914331699962)"
"Calendario Académico 13-14","Masculino","0002827-COLEGIO BEATO CARLOS M RODRIGUEZ","BAYAMON","860507 - Bachillerato en Ciencias en Ingeniería en Computadoras-Traslado Articulado RUM","4.00","364","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001620-ESCUELA SECUNDARIA DE LA UPR","RIOPIEDRAS","209877 - Programa de Destrezas-Humanidades","3.27","269","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001157-E/S DR JOSE M LAZARO","CAROLINA","833104 - Bachillerato en Ciencias en Enfermería-Traslado Articulado RCM","3.33","295","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0002879-COLEGIO NTRA SRA DE GUADALUPE","CAROLINA","830316 - Bachillerato en Administración de Hoteles y Restaurantes","3.84","274","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002888-COLEGIO BAUTISTA DE CAGUAS","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","3.96","354","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Femenino","0002973-ACADEMIA DEL PERPETUO SOCORRO","RIOPIEDRAS","200302 - Bachillerato Administración Empresas con concentración en Contabilidad","3.41","306","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002939-COLEGIO DE LA INMACULADA CONCEPCION","RUM","300503 - Bachillerato en Ciencias en Ingeniería Industrial(2003)","3.66","318","
VEGA BAJA, PR 
(18.49414997700046, -66.40055999699962)"
"Calendario Académico 13-14","Femenino","0001110-E/S DR AGUSTIN STAHL","AGUADILLA","810318 - Bachillerato en Sistemas de Oficina","3.39","240","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0002975-ACADEMIA SAN JORGE","RIOPIEDRAS","201202 - Bachillerato en Ciencias con concentración en Biología","4.00","358","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001860-OTRAS EXAMENES EQUIVALENCIA DE PR","CAROLINA","830316 - Bachillerato en Administración de Hoteles y Restaurantes","3.53","286","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001765-E/S VOCACIONAL PETRA ZENON DE FABERY","RIOPIEDRAS","200302 - Bachillerato Administración Empresas con concentración en Contabilidad","3.29","314","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Femenino","0002888-COLEGIO BAUTISTA DE CAGUAS","CAYEY","501202 - Bachillerato en Ciencias con concentración en Biología","3.78","348","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001360-E/S JOSEFINA LEON ZAYAS","ARECIBO","840305 - Bachillerato en Administración de Empresas con concentración en Gerencia","3.47","260","
JAYUYA, PR 
(18.300633312000457, -66.57163999599965)"
"Calendario Académico 13-14","Masculino","0002892-COLEGIO SAGRADOS CORAZONES","RUM","300506 - Bachillerato en Ciencias en Agrimensura y Topografía","2.91","312","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002903-CUPEYVILLE SCHOOL","RUM","301604 - Bachillerato en Artes en Ciencias Políticas(2005)","3.48","299","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Masculino","0002844-LICEO AGUADILLANO INC","RUM","301203 - Bachillerato en Ciencias en Pre-Médica(2003)","4.00","343","
ISABELA, PR 
(18.515853329000436, -67.09106999699964)"
"Calendario Académico 13-14","Masculino","0001765-E/S VOCACIONAL PETRA ZENON DE FABERY","RUM","300507 - Bachillerato en Ciencias en Ingeniería de Computadoras(2005)","3.89","342","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002890-COLEGIO SAN JOSE SUPERIOR","CAYEY","500302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.91","351","
SAN LORENZO, PR 
(18.229343320000453, -65.96507000999964)"
"Calendario Académico 13-14","Masculino","0002715-BELLA VISTA ADVENTIST ACADEMY","RUM","300309 - Bachillerato en Ciencias en Administración de Empresas en Gerencia Industrial (2004)","3.56","303","
ANASCO, PR 
(18.324123332000454, -67.12109331899967)"
"Calendario Académico 13-14","Femenino","0001032-E/S VOCACIONAL SALVADOR FUENTES","AGUADILLA","810444 - Bachillerato en Artes en Educación Elemental","2.89","240","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Masculino","0001060-E/S LUIS MUNOZ MARIN","AGUADILLA","810308 - Bachillerato Administración de Empresas concentración Sist Computadorizados de Información","2.62","250","
MAYAGUEZ, PR 
(18.273449985000468, -67.15902331699965)"
"Calendario Académico 13-14","Masculino","0002914-ACADEMIA DISCIPULOS DE CRISTO DE BAYAMON","BAYAMON","864102 - Bachillerato en Ciencias con concentración en Tecnología de Ingeniería Electrónica","3.22","274","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0001638-ESCUELA ESPEC UNIVERSITY GARDENS","RIOPIEDRAS","201204 - Bachillerato en Ciencias con concentración en Química","3.68","345","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002928-ACADEMIA SAN JOSE HIGH SCHOOL","RUM","301602 - Bachillerato en Artes en Ciencias Sociales(2003)","3.30","275","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Masculino","0001500-E/S CATALINA MORALES DE FLORES","AGUADILLA","812014 - Grado Asociado en Tecnología Electrónica","3.00","250","
MOCA, PR 
(18.461009990000434, -67.05658999199966)"
