"corpname","corpregisterindex","bestatus","corpclasstype","corporationtype","corporationjurisdictiontype","physicalcitycorp","physicalstatecorp","fullnameagent","fullnameofficer1","fullnameofficer2"
"PUERTO RICO SPECIAL COMMUNITY SERVICES, INC.","33819-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN GERMAN","PR","WILFREDO J IRIZARRY","Margarita Sliva","Wilfredo j Irizarry"
"IGLESIA METODISTA DE PUERTO RICO ""MONTE MORIAH"",INC","41038-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"PROSPECTIVE PSYCHIATRY GROUP, P.S.C.","5844-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","Mayaguez","PR","Erik Medina","Erik Medina","Erik Medina"
"CENTRO INTERDICIPLINARIO DE SERVICIOS HUMANOS, INC. (CISHU)","37695-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR","DORIS GONZALEZ","DORIS GONZALEZ","DORIS GONZALEZ"
"IGLESIA DEL NAZARENO, UNIDOS EN LA FE INC.","52645-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Arecibo","PR",,,
"IGLESIA  CRISTIANA CNTICO DE VICTORIA, INC.","55933-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Dorado","PR",,,
"COMERIO SHORIN RYU KARATE-DO CORPORATION","347357-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","COMERIO","PR","JOSE A. NAVARRO","JOSE A. NAVARRO",
"PENUELAS FUTBOL CLUB CORPORACIN","347033-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Penuelas","PR","Joewel Maldonado",,
"ODONNELL 154  LLC","386556-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","SAN JUAN","PR","Jose A Calvo","Jose A Calvo",
"ZYMA CORPORATION","139647-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","ALEJANDRO LONGO","LUIS ARISSO","LUIS ARISSO"
"INDUSTRIALES BARCELONETA SUB-28 CORPORACIN","344087-1421","ACTIVA","Corporación Auspiciada Por Municipios","Sin Fines de Lucro","Doméstica","barceloneta","PR","Pedro L González","Pedro L González",
"CENTRO CRISTIANO GRACIA Y VERDAD INC..","54522-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Yabucoa","PR",,,
"CONECTION SOLUTIONS GROUPS INC.","385556-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","TOA BAJA","PR","Luis A Rivera","Luis A Rivera",
"ECN RADIOLOGY LLC","329619-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","SAN JUAN","PR","EDGAR COLON",,
"RAMONITA TACOS PLACE, INC.","183282-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CAYEY","PR","RAMONITA ROSA","CARLOS ROSA","CARLOS ROSA"
"MINISTERIO JESS ES LA LUZ INC.","346139-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Coamo","PR","Edgardo Mateo","Edgardo Mateo","Edgardo Mateo"
"MLC  CORPORATION","386690-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","HATILLO","PR","Martha Liz Cajigas","Martha Liz Cajigas","Martha Liz Cajigas"
"SUNRISE @ FLORAL PARK, INC.","184884-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","San Juan","PR","MIGUEL A RAMOS","MIGUEL A RAMOS","MIGUEL A RAMOS"
"MEDGROW LLC","381491-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAGUAS","PR","JUAN H VAZQUEZ",,
"CENTRO CULTURAL DE LARES 23 DE SEPTIEMBRE, INC.","48840-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","LARES","PR","JOSE N SEGARRA","DELIA MARTINEZ","LILLIAM PEREZ"
"OPTIMAL FITNESS CONDITIONING INCORPORATED","327420-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Ponce","PR","Miguel E Vazquez","Magda I Mercado","Miguel E Vazquez"
"NORTH FASHION WEEK INC.","389090-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","VEGA ALTA","PR","William I Nieves","William I Nieves","William I Nieves"
"TEAM LOS SH  INC.","386257-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","VEGA ALTA","PR","Luis A Martinez","Leo A Barreto","Wanda Oquendo"
"NARVAEZ DRY CLEANERS PUERTO RICO, CORP.","82483-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","TOA BAJA","PR","MILDRED  NARVAEZ","VALERIANO NARVAEZ","JUAN R OLIVO"
"MOVIMIENTO DE PENTECOSTES SANTIDAD Y SENDA ANTIGUA INC.","29387-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"AIRLIFE REFRIGERATION INC.","391005-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","GUAYNABO","PR","DAN D DIAZ","DAN D DIAZ",
"CEG DE DONACIONES NIOS SOBREPESO Y/O OBESIDAD MORBIDA INC.","64465-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR",,,
"MANVIL CORP.","183695-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","CARLOS E MANZANAL","CARLOS E. MANZANAL","CARLOS E. MANZANAL"
"LINE HOLDINGS, INC.","172292-111","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","VIEQUES","PR","CHARLES F LINE","MARION E LINE","MARION E LINE"
"MINISTERIO RESCATADOS DEL HORNO DE FUEGO, INC.","30960-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","ARROYO","PR","LUIS A SOLIS","LUIS A SOLIS","GRISELLE CRUZ"
"IGLESIA PENTECOSTAL AGUA DE VIDA, INC.","10692-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"JAD DY  ACCESORIES CORP.","346778-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","San Juan","PR","Jariel D. Avila",,
"CACAO DE LA ISLA, LLC","333078-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Ponce","PR","Reina Davis",,
"IGLESIA Y ACADEMIA ALIANZA THEOPOLIS, INC.","23529-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","MAYAGUEZ","PR","DAVID RIDDERING","RAUL ALICEA","ÁNGEL ENOC NIEVES"
"FOUR + TWO HOLDING, LLC","324193-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Ponce","PR",,"Carmen Margarita Rodriguez","Federico García"
"CARIBBEAN IMAGES TOURS, LLC","887-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Yauco","PR",,,
"AZ SECURITY SERVICES CORP.","346690-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Rio Grande","PR","Alexis O González","Santos González","Alexis O González"
"CLUB ROTARIO DE ARECIBO CORP.","58553-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Arecibo","PR",,"ISMAEL CASTILLO","JULIO BERRA"
"KUBUS LLC","337222-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Gurabo","PR",,,
"TOWER ENTERTAINMENT, CORP.","194409-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","San Juan","PR","ERIC PEREZ","ERIC PEREZ","ERIC PEREZ"
"IGLESIA PUERTA DE BETESDA, INC.","30029-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"CONSTRUCTORA AMADOR INC.","389465-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CAMUY","PR","Guillermo A Amador","Guillermo A Amador","Guillermo A Amador"
"IGLESIA CRISTIANA TRANSFORMNDONOS DE GLORIA EN GLORIA INC.","55277-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Cayey","PR",,,
"MINISTERIO DIOS AL RESCATE (DAR)  INC.","339447-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR","Oscar L Becerril","Oscar L Becerril",
"MHV, INC.","327286-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","Arecibo","PR","Michael Hernández","MICHAEL HERNANDEZ","MICHAEL HERNANDEZ"
"IGLESIA ARCA MISERICORDIA , INC.","55287-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rio Grande","PR",,,
"CUMBRES DE PONCE, INC.","11278-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Ponce","PR","Michael Serralles","Juan  F Bernazar","Michael Serralles"
"HOGAR DE ENVEJECIENTES REMANSO CORPORACIN","386373-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR","Ingrid M. Almonte","Ingrid M. Almonte",
"J.R.A. GASTROENTEROLOGY P.S.C.","354366-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","SAN JUAN","PR","José Rivera","José Rivera","José Rivera"
"IGLESIA EL REINO DE LOS CIELOS SE HA ACERCADO INC.","55975-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Cabo Rojo","PR",,,
"1665, INC.","132862-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","CAROLINA","PR","Antonio Ramos","Edward Lieberman","Edward Lieberman"
"MINISTERIO DE UNIDAD EN EL AMOR CRISTIANO, INC.","315024-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","PONCE","PR","FRANCISCO A LUGO","FRANCISCO A LUGO",
"CLINICA QUIROPRCTICA DR. HECTOR R. CARRASQUILLO, C.S.P.","4293-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","Fajardo","PR","HECTOR R CARRASQUILLO","HECTOR CARRASQUILLO","HECTOR CARRASQUILLO"
"PUERTO RICO ESTADO 51 INC.","386478-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","VEGA BAJA","PR","Omar Javier Otero","Omar Javier Otero",
"IGLESIA SEGUNDA MACEDONIA DEFENSORES DE LA FE CRISTIANA, INC.","313775-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR","ROSARIO PAGAN",,
"W IT SYSTEMET CELULARES L.L.C.","346359-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","LAJAS","PR","FRANK VARGAS","ANGEL RIVERA","MARISEL VARGAS"
"EDICIONES PUERTO INC.","110300-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","San Juan","PR","Jose P Carvajal","Jose Carvajal","Jose Carvajal"
"IGLESIA DEL SEOR CRISTO VIVE Y REINA INC.","40685-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"OPTIC LINE COMMUNICATIONS, INC.","131706-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","AGUADILLA","PR","NITZA GONZALEZ","NITZA GONZALEZ","NITZA GONZALEZ"
"MAX DISTRIBUTORS, INC.","188909-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","GUAYNABO","PR","ROBERTO  ECHEVARRIA","ROBERTO ECHEVARRIA","ROBERTO ECHEVARRIA"
"THE FIRM, LLC","388619-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","SAN JUAN","PR",,"Barry Michael Friedman",
"MINISTERIO NACIDOS PARA ADORAR, CORPORATION","305440-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","BAYAMON","PR","KEILA CHAN",,
"TABERNCULO DE RESTAURACIN NUEVA VIDA, INC.","323434-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Arecibo","PR","Juan De Jesús","Juan De Jesús",
"COMMUNITY LIFE INSURANCE COMPANY","84-412","ACTIVA","Compañía de Seguros","Con Fines de Lucro","Foránea","Unknown","NO DISPONIBLE",,,
"IGLESIA CRISTIANA MARANATHA DEL MINISTERIO DEL TIEMPO FINAL, INC.","35633-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Isabela","PR",,,
"SUEA   CORP.","341960-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rio Grande","PR","Joshua S Ross","Joshua S Ross",
"WALO CONSTRUCTION ENGINEERING LLC","385816-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","PONCE","PR","WALDO J JULIA","WALDO J JULIA",
"IGLESIA DEL SEOR: PORQUE HAZ PELEADO CONTRA DIOS Y LOS HOMBRES Y HAZ VENCIDO INC.","62823-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Toa Alta","PR",,,
"DRA. SYLVIA SANCHEZ CASTRO, P.P.H. P.S.C","1026-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","FAJARDO","PR","SYLVIA  SANCHEZ","SYLVIA  SANCHEZ","SYLVIA  SANCHEZ"
"IGLESIA APOSTOLICA ROCA DE LOS SIGLOS","1921-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"TESTIGOS DE JEHOVA CONGREGACION AGUAS CLARAS DE CEIBA, INC.","26167-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","CEIBA","PR","FELIX MANUEL LEON","JUAN FIGUEROA","RICARDO SANTANA"
"HOGAR RUTH PARA MUJERES MALTRATADAS, INC.","14441-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Vega Alta","PR","Carman D Roman","CARME ROMAN","MARIA DEL C VALENTIN"
"COOPERATIVA JUVENIL ESCOLAR TUS VALORES CUENTAN COOP","232-1321","ACTIVA","Cooperativa Juvenil","Sin Fines de Lucro","Doméstica","Vega Baja","PR",,,
"JAM NETWORK INC.","390771-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CAGUAS","PR","Julio A Miranda","Julio A Miranda",
"CINTRN SCREENS & RENTAL, INC.","310147-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","TOA ALTA","PR","Joel Cintrón","JOEL CINTRON","JOEL CINTRON"
"G.P.D. PUERTO RICO INC.","390496-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CAYEY","PR","LUIS R PEREZ","LUIS R PEREZ",
"AFFILIATED FM  INSURANCE COMPANY","87-412","ACTIVA","Compañía de Seguros","Con Fines de Lucro","Foránea","Unknown","NO DISPONIBLE",,,
"WR BARRILITOS CORP.","332795-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Moca","PR","Reggie Alers","Shaysmarie L Rodriguez","Waldemar Burgos"
"OUTPATIENT ALTERNATIVES, CORP.","160696-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","MAYAGUEZ","PR","JAVIER SOSA","JAVIER SOSA","JAVIER SOSA"
"PHILADELPHIA MANUFACTURERS MUTUAL INSURANCE COMAPANY","153-412","ACTIVA","Compañía de Seguros","Con Fines de Lucro","Foránea","Unknown","NO DISPONIBLE",,,
"CH & CA, INC.","302519-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Ponce","PR",,,
"GS PUERTO RICO CORP.","137579-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","SAN JUAN","PR","SEBASTIAN YORDAN","Sebastian  Yordan","Sebastian  Yordan"
"IGLESIA DE AVIVAMIENTO MISIN BET-EL INC.","49059-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Isabela","PR",,,
"IGLESIA ROCA DE LA ETERNIDAD, INC.","26622-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"MISION CRISTIANA "" APOCALIPSIS"" DE NAGUABO, INC.","304661-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","NAGUABO","PR","MARIA E. FERNANDEZ","MARTA SANTIAGO","MARIA E. FERNANDEZ"
"CREDITO DE LOS EMPLEADOS DE LAS AGENCIAS AGRICOLAS DE LA UNIVERSIDAD DE PUERTO RICO (COOPE","1-221","ACTIVA","Cooperativa de Ahorro Y Crédito","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"IGLESIA PENTECOSTAL MATEO 6:33 INC.","59727-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Carolina","PR",,,
"XPREZION MUSIC INSTITUTE CORP.","55322-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Trujillo Alto","PR",,,
"BUSINESS INTELLIGENCE & INVESTMENT, CORP.","173613-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","RAMON  PONCE","RAMON PONCE","RAMON PONCE"
"SAINT PAUL UNIVERSITY, INC.","316891-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","san juan","PR","EDGARDO RIVERA","ESTEBAN B RODRIGUEZ","ESTEBAN B RODRIGUEZ"
"DANAM ENTERPRISES, LLC","573-1532","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Foránea","San Juan","PR","PEDRO I VIDAL",,
"ABIGARDEN LLC","2382-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","San Juan","PR",,,
"FERROMER, INC.","100230-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","San Juan","PR","Gilberto L Cabré","Roberto D Matanzo","Gilberto L Cabré"
"MASTER BROKERS REALTY GROUP, LLP","325843-811","ACTIVA","Sociedad de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Rio Grande","PR","Robertson E Rodriguez",,
"ANDUJAR CONSULTING GROUP INC.","180849-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","SAN JUAN","PR","RAFAEL ANDUJAR","NELSON ESTEVES","RAFAEL ANDUJAR"
"ASOCIACIN CULTURAL Y DEPORTIVA LA DOLORES, INC.","61587-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rio Grande","PR","Jorge L Roman","Maria  C. Cruz","Jorge  L Roman"
"LIGHTHOUSE CHRISTIAN CENTER, INC.","60867-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Aguadilla","PR",,,
"SEGUNDA IGLESIA PENTECOSTAL ARCA DE SALVACION, INC.","13948-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"Q LINK WIRELESS, LLC","318426-1532","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Foránea","San Juan","PR",,"Issa Asad",
"VICTORIA EN MARCHA INC.","331497-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","CEIBA","PR","MANUEL ARIZMENDI",,
"FUEGO DEL SOL LLC","339220-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","San Juan","PR","Jeff Rivera","Jeff Rivera",
"NHC, CORP.","311274-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Toa Baja","PR","Nestor J. Santiago","NESTOR J SANTIAGO","NESTOR J SANTIAGO"
"COMUNIDAD RIO GRANDE AASCO, INC.","38701-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Añasco","PR","Pedro A Martinez","Pedro A Martinez","Carlos  Morales"
"TOTAL GUAYAMA STATION LLC","331452-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","GUAYAMA","PR","AMJAD SHALABI",,
"LMN PR FAMILY COMPANY, LLC","1400-1532","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Foránea","San Juan","PR",,,
"GRUPO MEDICO DE PR LLC","387257-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAROLINA","PR","Zoraida Velazquez","Zoraida Velazquez","Zoraida Velazquez"
"MINISTERIO EVANGELISTICO DIOS FIEL Y VERDADERO CORPORATION","45323-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Carolina","PR",,,
